food_category,plate_coverage_ratio,leftover_area_px,total_plate_area_px,color_variance,texture_score,brightness_mean,estimated_weight_grams,waste_percentage,waste_level
salad,0.90784,5096.78,46838.98,542.5906,451.7629,134.0,177.55,9.48,low
dessert,0.49654,21714.65,49922.23,128.5338,101.3941,111.78,1078.58,44.03,high
dal,0.67018,14001.88,43018.65,127.2692,92.7397,108.58,691.23,30.51,medium
rice,0.85342,3633.55,38459.25,132.9327,157.1913,145.72,166.73,10.64,low
mixed,0.13727,37716.12,41787.74,191.2516,179.9573,91.01,1575.03,94.96,severe
dal,0.72363,10100.44,40121.11,95.9787,35.7511,142.48,455.99,26.17,medium
bread,0.91907,979.81,45967.63,44.1144,91.1174,119.79,26.71,2.36,low
rice,0.86774,8017.52,52542.77,128.0277,184.1873,131.29,345.26,14.03,low
dessert,0.22574,30699.22,44695.77,109.3621,84.2118,116.8,1773.33,76.44,severe
vegetables,0.58426,16833.44,37486.86,337.3743,343.1758,131.73,673.27,43.32,high
vegetables,0.77285,8715.25,38220.97,418.3266,393.907,124.36,315.37,23.3,medium
dal,0.43395,17768.21,39714.61,62.4312,117.3315,111.13,918.32,52.38,high
rice,0.55642,19739.3,48379.52,84.3196,98.7491,119.09,892.67,42.11,high
bread,0.19401,37533.15,44061.61,55.1338,48.5427,147.33,1174.13,79.34,severe
bread,0.96438,1006.07,46394.81,101.9511,141.7458,115.52,30.16,1.98,low
dal,0.83171,8955.86,45857.36,95.2468,90.1933,132.92,398.89,17.58,medium
bread,0.0293,39129.95,40186.72,48.7527,37.8779,151.8,1258.57,93.13,severe
curry,0.83209,11166.05,41410.38,352.2074,280.2906,120.03,563.06,24.33,medium
vegetables,0.95146,401.86,40817.16,471.5464,422.9385,122.13,17.52,1.11,low
bread,1.0,2564.09,44834.81,56.8912,140.005,136.14,80.55,5.75,low
bread,0.90008,6845.89,44766.52,77.8864,118.2579,111.53,185.19,16.16,medium
salad,0.85514,2877.21,41092.76,529.4097,511.0667,151.16,97.48,6.26,low
vegetables,0.48692,24227.53,48033.42,315.8248,298.6367,107.19,1056.99,49.54,high
bread,0.06113,43596.45,45940.45,53.3327,46.5237,116.95,1234.64,94.79,severe
salad,0.88532,5635.14,46133.33,544.5362,508.2463,115.52,179.27,10.99,low
salad,0.7744,3909.73,49087.0,525.6699,495.2694,112.78,136.06,8.7,low
dessert,0.26591,39311.07,49299.71,127.9539,71.464,129.58,2157.22,72.97,severe
rice,0.32248,23454.62,44327.08,55.0739,96.1034,123.48,950.5,57.05,high
rice,0.43137,20292.92,41121.37,106.6811,127.6616,135.92,942.95,56.86,high
dal,0.3517,20422.19,37651.19,43.9413,83.5039,132.02,1031.75,62.19,high
bread,0.80917,5527.29,48596.49,99.279,119.1372,145.83,160.43,11.72,low
vegetables,0.8725,4918.27,48463.23,457.8315,395.474,111.95,212.87,11.78,low
mixed,0.52893,20851.45,44023.05,274.4538,282.2042,121.33,856.96,49.2,high
vegetables,0.9709,1991.08,47064.3,484.463,483.0247,109.36,85.25,4.51,low
dessert,0.86566,8854.81,45374.64,217.4567,179.3914,117.34,520.54,19.7,medium
dal,0.63715,18235.91,41979.99,74.8264,44.613,127.1,841.22,38.89,medium
rice,0.51532,22573.4,41761.62,104.1925,105.8283,96.53,964.0,50.43,high
dessert,0.65945,14913.18,47756.25,177.7475,163.0994,138.05,759.87,30.27,medium
rice,0.79338,11317.59,34956.28,126.2249,157.9082,100.86,500.88,29.31,medium
rice,0.3543,21824.51,42741.41,75.1349,67.3813,119.05,956.75,55.78,high
curry,0.64264,15758.29,48108.19,288.1574,312.288,118.68,757.99,36.13,medium
mixed,0.38312,27344.75,38121.86,251.3155,193.7551,126.62,1246.42,63.16,high
salad,0.4773,21644.87,42104.97,411.5226,332.2947,164.19,781.71,47.92,high
vegetables,0.36883,27329.14,49114.11,298.028,227.8741,112.51,1157.04,61.28,high
vegetables,0.59901,16519.11,47119.21,323.0695,292.8087,134.57,669.42,39.68,medium
bread,0.96863,3722.85,45992.48,92.9927,123.3362,122.24,107.4,7.83,low
rice,0.77893,9826.36,46800.98,134.1106,168.8188,127.64,436.93,18.58,medium
salad,0.98525,2988.83,44541.55,576.1522,518.7725,94.17,98.54,5.95,low
curry,0.38778,25988.16,43114.04,222.2316,193.9643,131.35,1249.95,60.16,high
curry,0.14827,32862.24,36582.38,179.0197,113.5333,129.54,1565.58,84.14,severe
mixed,0.86644,7911.6,43050.09,380.6371,341.4276,116.88,355.62,17.79,medium
dal,0.81225,6211.84,36936.26,113.6269,66.9755,122.93,327.35,14.94,low
vegetables,0.92929,4855.52,35345.55,451.2129,461.6046,119.29,205.49,15.9,medium
dal,0.96233,2232.76,44334.45,90.3315,88.1449,93.2,110.64,5.58,low
curry,0.5222,17828.85,41229.32,276.6408,225.4228,110.66,904.5,47.53,high
rice,0.39018,29336.63,45317.39,86.7859,90.5316,135.13,1445.34,65.05,high
vegetables,0.40035,23313.67,44190.58,317.3105,223.1611,132.45,886.52,59.37,high
rice,0.59463,18120.64,42102.0,123.7657,142.8449,133.82,859.66,38.75,medium
curry,1.0,1088.48,39399.59,354.2765,338.5717,115.96,57.49,2.57,low
vegetables,0.62943,18496.71,47531.38,348.1098,361.4475,123.2,753.86,34.57,medium
bread,0.1274,44046.29,44046.29,15.9891,44.6913,131.23,1218.18,92.48,severe
mixed,0.66063,16206.95,46976.88,339.0178,306.5671,141.74,769.5,32.39,medium
rice,0.0,40460.24,40460.24,61.5552,85.1795,119.66,1782.15,97.76,severe
dal,0.69531,13705.95,42887.56,95.757,68.4907,116.28,643.95,28.32,medium
dal,0.35093,35680.0,50009.01,69.6088,50.3491,127.76,1601.12,65.29,high
rice,0.56784,20111.72,40258.11,77.23,124.7544,141.11,937.16,49.74,high
bread,0.74924,8963.81,42708.11,72.8914,84.9214,137.72,278.81,21.54,medium
dessert,0.57199,15121.44,44277.17,148.6284,142.6101,130.71,881.95,39.3,medium
rice,0.91792,3218.27,42465.25,125.321,190.7053,145.98,141.15,7.09,low
bread,0.0,40772.16,45582.89,31.0881,42.5371,163.89,1193.38,98.47,severe
curry,0.42148,28754.09,42558.55,246.4477,183.1977,145.24,1490.28,68.79,high
vegetables,1.0,454.19,52817.96,463.145,417.1928,121.17,18.66,0.96,low
bread,0.0,47224.11,47224.11,17.3192,54.1892,145.68,1455.5,96.78,severe
rice,0.91181,2797.67,40740.34,116.8911,161.9243,141.41,116.92,7.47,low
dal,0.93179,4735.18,45534.87,96.9176,52.9573,95.6,239.92,10.47,low
vegetables,0.87475,4003.81,47387.73,465.6224,390.1517,107.23,153.52,9.35,low
rice,0.12776,37713.43,49179.89,39.7231,38.9135,127.38,1803.76,87.23,severe
dessert,0.42164,29242.26,43155.56,95.1122,66.4092,119.7,1519.7,60.94,high
rice,0.92859,3799.04,48825.56,135.3303,166.7657,117.81,176.76,7.05,low
dessert,0.98262,4318.37,49142.8,209.7309,169.0684,127.33,237.39,8.42,low
dessert,0.76312,8542.88,44603.61,202.4975,149.3999,129.37,426.13,22.39,medium
curry,0.82495,7899.63,51644.86,351.4,297.563,121.74,358.27,14.8,low
vegetables,0.29183,37218.38,49501.07,263.9731,238.4491,116.81,1574.98,77.74,severe
salad,0.86855,5360.54,43700.63,501.5685,489.0251,118.83,180.6,12.28,low
curry,0.60098,22866.97,45744.07,306.6629,231.2907,135.4,1071.38,45.37,high
vegetables,0.53911,16081.38,36908.9,302.9692,332.6523,131.5,681.36,46.44,high
curry,0.90919,2874.81,47680.44,368.8971,290.0052,138.63,143.3,6.34,low
rice,0.76599,14903.62,45539.18,109.9589,143.8579,114.42,729.38,30.55,medium
vegetables,0.55779,15666.19,44139.63,356.7507,296.5146,109.43,576.74,39.22,medium
dessert,0.9246,4314.07,47181.09,205.5366,123.9656,135.29,257.95,8.92,low
salad,0.73879,9632.4,49037.59,437.2416,422.3896,122.65,327.36,22.54,medium
bread,0.23263,33646.85,49227.73,47.4983,36.3067,128.52,1031.85,73.13,severe
mixed,0.62599,18529.16,47323.62,353.6455,307.8247,137.64,770.77,41.26,high
bread,0.27894,31243.91,45243.06,78.9229,81.634,124.28,853.84,63.26,high
dessert,0.79143,13316.23,47406.89,199.2553,121.8737,122.69,759.69,26.32,medium
dessert,0.4466,24053.01,46702.36,98.621,121.4546,126.24,1199.42,54.79,high
rice,0.32258,38799.15,51188.08,70.8733,120.4341,147.56,1652.6,69.19,high
rice,0.70657,11492.17,44390.1,113.4493,165.8684,133.02,489.2,23.38,medium
rice,0.43636,19901.42,42032.12,105.4663,140.5118,135.0,978.34,51.32,high
dal,0.95494,4734.69,46148.21,86.2082,88.578,95.75,215.69,11.42,low
curry,0.66275,20914.08,48323.79,350.5174,265.8592,131.28,1135.99,40.71,high
rice,0.14267,24796.01,35218.14,38.0966,68.0857,164.74,1086.54,82.8,severe
dessert,0.90384,3833.12,47819.98,213.0957,149.1636,136.37,211.05,8.37,low
vegetables,0.91836,7576.61,43477.24,471.8654,414.7183,131.98,301.51,18.09,medium
dal,0.0,48841.6,50001.88,72.9316,29.4485,154.91,2280.42,98.79,severe
bread,0.29124,36027.8,52359.75,22.0263,91.0997,151.12,1013.29,67.69,high
mixed,0.44813,28434.11,44733.11,290.8276,243.8954,139.83,1378.35,56.09,high
mixed,0.19863,33360.18,41287.7,224.494,182.9788,121.55,1452.52,82.0,severe
mixed,0.92258,750.67,40505.07,320.3362,353.01,156.35,35.23,2.09,low
vegetables,0.73919,7296.02,39141.68,390.9039,368.1083,129.01,309.52,19.52,medium
dal,0.23448,29884.87,39622.01,42.966,6.6465,134.36,1453.28,69.06,high
rice,0.45341,29296.01,47726.02,87.7084,125.479,132.66,1367.42,60.1,high
dal,0.05647,46397.8,46397.8,47.6709,46.2308,149.2,2421.63,98.95,severe
bread,0.75969,11660.92,48728.27,87.912,109.2514,106.69,353.53,21.58,medium
bread,0.18149,28755.3,34851.73,32.6812,63.1328,147.81,840.19,79.85,severe
dessert,0.9182,1024.08,52449.28,189.5212,121.1318,138.55,53.58,2.0,low
salad,0.87458,2504.76,43104.79,540.8531,465.9481,124.83,86.47,6.22,low
mixed,0.85938,14704.52,53634.49,357.7642,318.656,138.67,606.5,24.66,medium
dessert,0.91307,4905.05,47824.99,238.4399,124.3132,141.84,282.28,11.29,low
dal,0.61188,13955.25,41302.96,71.9985,56.5535,139.61,609.82,36.68,medium
salad,0.894,3471.27,50943.83,529.3851,458.259,126.73,128.78,6.49,low
salad,0.73915,14122.08,54588.47,463.1525,447.6324,127.0,494.09,25.72,medium
bread,0.74621,12127.89,45820.8,104.5058,153.1652,108.42,350.39,26.07,medium
curry,0.76804,7117.26,37519.38,324.3004,295.7449,96.78,375.86,20.57,medium
curry,0.30455,25665.2,40291.13,227.0412,158.6355,129.9,1191.39,67.19,high
mixed,0.63243,19539.11,42289.51,314.4983,285.9173,160.62,923.38,43.7,high
dessert,0.82541,5690.47,45050.21,221.0134,116.5341,123.49,339.98,13.59,low
curry,0.41522,27895.65,45291.53,228.6178,208.781,157.88,1479.75,57.65,high
mixed,0.6786,15562.6,49882.99,348.3417,300.1452,121.5,717.0,27.7,medium
mixed,0.55956,19472.41,46362.46,300.7961,272.8887,139.82,904.44,41.98,high
vegetables,0.67184,11902.22,43705.36,424.5546,312.661,160.68,492.1,30.27,medium
dal,0.98433,907.3,48987.49,55.4683,90.5356,133.0,45.94,1.77,low
salad,0.97887,1157.43,51380.46,594.0237,518.9918,80.97,41.72,2.34,low
vegetables,0.97046,3474.14,51344.33,445.3472,427.9867,149.73,126.79,7.21,low
vegetables,0.92806,6278.54,51636.86,458.301,386.8907,121.86,265.84,12.39,low
mixed,0.87671,3287.59,44276.66,431.4331,381.665,122.43,148.79,7.51,low
dal,0.55117,15878.87,38883.08,86.7719,95.9264,159.52,727.04,47.2,high
bread,0.64394,13634.88,42471.54,74.0594,85.3307,120.17,372.2,36.96,medium
bread,0.90915,2038.45,48918.07,123.4134,123.5338,122.27,60.02,4.8,low
curry,0.98757,594.1,49452.83,434.8984,344.3914,113.4,32.27,1.38,low
mixed,0.90386,5253.77,41314.07,458.4535,336.119,143.41,254.21,12.52,low
bread,0.3544,30349.7,45009.86,75.2094,81.6603,124.78,866.74,59.27,high
mixed,0.89575,1601.05,46087.76,394.9603,371.4198,141.55,69.87,3.41,low
mixed,0.91763,3868.21,39182.15,395.3717,415.0032,126.2,168.52,10.39,low
rice,0.92884,7560.38,53412.56,118.8004,165.2455,144.56,308.61,12.45,low
salad,0.94545,3390.88,45732.25,589.8147,520.8454,114.74,123.35,7.17,low
dessert,0.64388,15206.73,42087.9,161.3175,106.9248,126.15,830.1,41.72,high
dal,0.98009,3150.25,45892.95,141.4181,107.0982,118.17,145.35,7.78,low
bread,0.24243,39041.72,47492.34,76.0678,84.4221,134.67,1279.03,75.15,severe
salad,1.0,465.27,46028.3,587.4001,529.8657,106.5,16.15,0.98,low
vegetables,0.91982,1583.25,46569.12,466.0339,410.7037,96.74,65.9,3.78,low
dal,0.71547,17079.25,43609.11,78.018,115.5745,131.81,831.73,36.78,medium
dessert,0.86997,3799.85,42876.59,208.0729,108.8832,115.64,191.25,9.21,low
curry,0.35318,26469.08,46587.72,191.7477,179.1865,166.1,1219.06,56.66,high
dal,0.91178,516.37,49660.87,65.1301,89.8525,122.6,22.48,1.16,low
salad,0.38671,28816.7,46307.41,335.9749,311.4268,141.72,972.53,65.43,high
rice,0.97755,381.95,46319.94,130.6327,188.3391,111.99,18.35,0.76,low
vegetables,0.13225,31634.57,42585.29,191.2957,178.4598,136.63,1263.55,81.02,severe
salad,0.72706,10540.11,43283.13,492.3384,435.6016,104.04,334.88,22.24,medium
bread,1.0,413.69,46199.56,82.462,114.0862,96.99,12.72,0.81,low
bread,0.5772,23505.0,43704.04,15.4668,140.2987,133.14,638.41,48.4,high
rice,0.93242,850.07,38943.18,72.1453,165.8397,115.89,38.4,2.55,low
salad,0.68176,13767.21,45578.99,474.266,407.7158,119.45,529.8,30.32,medium
dal,0.77883,9372.77,45253.08,118.3251,87.3619,141.37,441.32,18.08,medium
salad,0.65648,15576.52,44100.36,469.2123,409.2821,144.24,553.65,40.47,high
rice,0.91037,314.35,38180.54,146.5833,182.7183,135.24,15.11,0.89,low
salad,0.67796,19230.09,51775.31,504.569,407.1695,120.58,623.74,36.17,medium
rice,0.47832,22741.29,40530.37,123.7876,84.8124,158.96,1042.39,57.29,high
vegetables,0.72744,11707.55,45902.29,358.3827,390.8848,137.43,477.03,26.04,medium
dessert,0.32524,30500.01,40021.67,109.8154,60.4598,147.71,1732.65,69.8,high
dal,0.65262,14998.53,39648.94,41.4803,62.7108,162.57,664.16,34.09,medium
dal,0.94669,3471.61,52077.69,92.8285,76.5892,122.3,165.84,6.34,low
salad,0.86194,6601.03,45157.25,520.2809,500.6517,119.63,226.1,12.73,low
salad,1.0,20.39,39511.39,608.0154,506.9283,114.87,0.69,0.06,low
vegetables,1.0,1476.17,41196.04,496.3695,464.1631,112.34,55.61,3.59,low
curry,0.15007,37655.39,47104.87,132.1086,138.3386,119.79,1886.88,79.6,severe
curry,0.26069,24264.19,41263.37,188.7754,123.3076,125.44,1135.91,67.36,high
dessert,0.78775,9639.19,41573.35,204.4174,101.2851,110.11,499.74,23.74,medium
curry,0.83244,4842.35,45565.75,324.5522,297.6491,124.75,252.83,9.83,low
dal,0.623,15643.54,45730.92,75.7468,60.8571,134.47,676.59,32.55,medium
dal,0.77411,6244.44,45335.54,75.2064,58.9567,107.34,320.36,14.18,low
curry,0.61921,21886.93,45480.51,269.8449,276.8141,107.29,1042.48,45.97,high
curry,0.41513,29107.51,42944.44,246.3087,193.0869,148.94,1456.32,61.96,high
vegetables,0.97536,2816.26,44489.97,483.9143,396.7633,105.75,103.53,6.4,low
dal,0.23931,28469.0,42096.99,103.7022,27.0932,123.3,1391.8,66.09,high
vegetables,1.0,316.58,42496.38,457.0177,425.5283,137.37,12.35,0.7,low
vegetables,0.81873,6345.3,46284.63,370.8416,373.6288,109.84,249.98,12.55,low
mixed,0.23833,32684.85,44329.7,216.7352,190.1939,137.07,1576.67,78.71,severe
rice,0.73049,13890.52,41833.05,83.0497,154.537,140.36,616.25,29.18,medium
rice,0.8075,6654.71,45689.98,143.2966,155.6372,122.1,282.86,16.73,medium
salad,0.72358,9006.0,44608.77,488.4648,465.0995,137.36,343.49,23.54,medium
bread,0.89427,4160.64,50237.71,81.1787,126.6537,108.84,131.63,7.95,low
curry,0.45182,26769.09,43352.64,274.5968,231.0564,149.82,1249.19,58.76,high
curry,0.85742,5713.93,46520.28,367.431,280.7876,151.09,286.75,11.46,low
salad,0.3612,41434.96,52299.94,374.8934,312.5566,137.71,1374.02,68.93,high
curry,1.0,3537.37,47927.83,382.1688,339.5309,110.26,175.81,6.8,low
salad,0.95602,622.1,45073.79,603.7359,504.7909,103.18,21.88,1.35,low
curry,0.1201,44799.59,45436.39,160.1783,145.4213,122.79,2231.99,89.05,severe
dessert,0.80639,7784.27,43356.84,173.1068,139.4103,99.13,412.69,19.4,medium
dessert,0.87851,3537.38,38053.43,310.5579,161.7451,137.98,188.78,8.19,low
salad,0.90382,1378.98,40157.66,560.0938,493.3551,121.69,51.09,3.25,low
dessert,0.9675,315.36,39378.91,234.5676,159.9699,101.25,16.99,0.73,low
dessert,0.93526,4858.9,45422.09,204.5064,144.8611,122.52,261.0,11.94,low
mixed,0.21743,33610.7,49265.73,195.2529,156.2268,107.65,1607.11,73.04,severe
rice,0.66871,17254.76,49651.43,59.1735,154.5591,128.82,802.49,37.34,medium
bread,0.11486,29830.09,33500.74,37.5646,31.0245,116.41,875.62,83.25,severe
bread,0.31208,24636.54,42491.53,49.7898,77.126,136.46,797.58,65.0,high
salad,0.15572,32565.21,40867.48,313.918,202.5254,130.6,1169.75,80.78,severe
bread,0.7599,12163.06,44061.83,110.7813,110.6578,124.06,337.76,28.08,medium
curry,0.54801,24252.49,48746.38,240.7029,231.807,100.64,1266.13,46.23,high
mixed,0.83936,12478.41,47287.63,403.1469,371.9824,112.24,513.68,23.31,medium
vegetables,0.775,8972.57,45881.42,448.5203,360.5039,134.8,344.59,21.26,medium
vegetables,0.84094,6164.52,47258.34,392.66,448.8006,124.25,261.61,14.07,low
rice,0.84344,3214.7,52650.74,90.6216,153.1123,113.56,135.25,6.07,low
bread,0.79584,6910.03,44638.84,62.8892,111.8764,115.2,202.79,13.62,low
vegetables,0.90455,6581.36,47982.56,455.6792,452.7713,133.79,238.05,14.98,low
salad,0.54266,14651.67,38825.01,389.2116,364.7883,131.22,477.27,37.61,medium
salad,0.89188,6198.93,44643.06,552.2953,509.1052,136.71,235.31,13.02,low
vegetables,0.88779,4197.92,39403.73,424.4681,414.5264,118.94,154.13,10.53,low
rice,0.5624,17786.73,41615.92,92.2385,128.5846,147.87,838.41,38.07,medium
curry,0.51883,24463.48,43153.64,301.461,234.4408,116.65,1139.44,49.76,high
salad,0.77296,6779.06,43069.07,541.1051,444.9898,119.96,256.34,16.08,medium
vegetables,0.91062,4631.82,43814.26,456.6569,392.6888,131.77,185.28,10.18,low
mixed,1.0,1966.08,46293.83,418.3092,355.2616,142.92,90.41,4.39,low
salad,0.81298,10425.56,39304.27,494.8137,484.5959,116.18,329.67,25.42,medium
curry,0.77741,9687.46,36213.46,323.901,278.8488,100.3,442.87,25.74,medium
dal,0.72476,18216.56,48184.69,122.0232,92.4229,119.06,801.5,32.89,medium
vegetables,0.50517,25434.6,42050.86,299.1376,306.2235,119.61,1068.4,55.48,high
rice,0.40002,21145.79,45820.59,84.9998,125.8599,141.09,1003.38,51.53,high
dessert,0.90316,4096.96,45988.63,201.0617,173.267,152.2,240.89,8.13,low
rice,0.85496,5797.21,43713.76,80.8929,185.6268,155.21,259.12,14.71,low
salad,0.22067,35938.05,41628.01,279.4689,243.1359,152.2,1215.72,78.3,severe
bread,0.55543,24729.27,45278.76,90.5677,97.0221,163.78,725.56,49.97,high
bread,0.88415,1191.53,43651.42,76.6414,92.7268,121.22,33.95,2.61,low
vegetables,0.95729,1842.54,43355.72,466.6041,438.3495,107.35,73.99,3.84,low
curry,0.74006,15060.49,54684.19,311.8557,253.3944,135.49,752.64,25.29,medium
curry,0.74105,9554.62,37995.67,327.5965,304.2417,136.44,436.3,23.58,medium
rice,0.99748,90.91,45252.3,134.8362,166.7322,128.87,3.74,0.19,low
vegetables,0.02072,46172.63,47263.25,155.0609,213.4609,141.92,1966.06,90.49,severe
mixed,0.392,24993.46,43599.87,266.0039,235.6799,132.46,1183.25,56.84,high
mixed,0.86712,6322.58,49377.81,379.1875,356.8567,95.86,282.17,13.57,low
rice,0.89681,3893.86,39939.2,119.1925,173.7283,102.67,163.87,10.82,low
mixed,0.86879,5575.36,48158.59,390.3277,339.6194,135.19,273.5,11.03,low
vegetables,0.15512,35920.9,45240.94,214.1959,181.3805,115.11,1492.44,78.28,severe
rice,0.89507,5010.73,46179.04,134.6136,144.6727,120.21,209.9,9.44,low
salad,0.6421,14419.43,40510.94,475.4263,421.0704,134.04,489.63,36.96,medium
vegetables,0.77654,7592.09,40124.72,427.312,392.7108,134.6,325.47,19.71,medium
mixed,0.64472,12284.46,49983.58,306.4344,297.6227,131.86,522.25,25.36,medium
salad,0.95351,3949.86,46981.24,535.4594,483.2067,122.54,144.5,9.6,low
dal,0.58921,13460.09,46105.27,99.5479,61.7062,121.31,601.62,26.21,medium
salad,0.82213,6081.41,44776.03,490.2243,451.6418,114.98,201.71,13.11,low
mixed,0.02451,38404.6,42672.74,203.7776,159.2666,142.33,1875.05,99.83,severe
dessert,0.72868,8104.82,43331.7,178.474,137.4809,119.61,408.1,20.87,medium
curry,0.33829,28043.66,45290.5,227.6663,212.2336,121.53,1368.98,63.4,high
vegetables,0.59673,15230.54,44848.02,351.7414,340.1199,110.26,594.14,33.77,medium
curry,1.0,2745.57,46462.38,401.2763,320.3371,124.26,149.22,5.62,low
mixed,0.81843,9821.45,46152.0,379.2749,340.1989,119.51,453.47,20.17,medium
salad,0.03172,39728.63,45170.25,201.8031,190.2747,131.78,1254.47,97.34,severe
mixed,0.802,4242.06,44152.34,367.5638,305.6347,135.56,209.0,9.76,low
curry,0.45774,20065.44,35924.54,235.0901,195.9474,128.94,989.61,55.12,high
dessert,0.75283,8771.74,42072.26,155.4637,127.9628,116.19,500.87,19.07,medium
curry,0.45334,27383.8,45035.25,245.5951,227.5039,105.99,1266.64,55.84,high
dessert,0.30558,25072.24,42818.99,143.8385,41.9114,111.77,1300.67,63.36,high
rice,0.92544,4336.98,47465.35,140.576,145.538,141.07,200.86,8.95,low
dessert,0.4522,24912.34,44129.53,144.9644,65.0757,130.95,1303.73,57.53,high
rice,0.70909,15382.34,43876.47,104.5342,128.4252,111.83,724.89,35.53,medium
bread,0.84314,5901.88,41849.33,79.384,110.3118,107.21,159.51,13.29,low
rice,0.95515,1769.12,42560.72,127.4783,166.6107,106.9,74.88,3.87,low
mixed,0.58944,14226.18,41287.5,325.2809,275.2693,129.6,597.06,38.47,medium
bread,0.87337,3555.78,44993.02,113.2003,115.1003,136.78,114.23,8.38,low
vegetables,0.93472,3919.22,48290.16,457.323,419.4393,126.54,143.65,8.29,low
salad,0.71767,12808.59,45097.76,465.6307,432.8856,121.32,430.54,28.35,medium
salad,0.86785,2300.25,50360.23,525.1344,482.9773,113.82,78.12,4.03,low
dal,0.17761,38452.99,44115.1,90.6956,0.0,142.1,1817.08,83.92,severe
curry,0.9692,3073.26,42375.8,381.6741,325.6327,94.87,140.13,7.03,low
mixed,0.73059,14257.5,46469.37,333.8023,339.7558,127.39,673.32,27.61,medium
dessert,0.74905,15974.5,45557.89,217.8668,111.5004,112.68,923.39,31.21,medium
mixed,0.68366,16343.6,41165.47,367.0756,296.1688,136.05,685.22,37.63,medium
mixed,0.77585,13211.22,46006.45,364.9134,322.6913,132.69,646.79,26.92,medium
dessert,0.70041,13275.14,44263.69,161.7332,92.1458,137.93,721.27,28.0,medium
curry,0.8255,7123.26,46890.88,314.9848,286.1658,104.4,340.6,15.24,medium
rice,0.64561,15475.81,45620.59,94.5076,141.1529,130.63,641.18,37.37,medium
vegetables,0.91338,3202.31,39852.63,470.8975,395.9125,107.8,129.57,7.08,low
salad,0.58761,23679.39,48626.88,456.2597,376.0302,125.18,898.99,45.98,high
vegetables,0.83227,11259.73,47399.6,471.1859,385.5722,95.78,433.81,22.7,medium
curry,0.93362,872.02,37920.81,361.8826,307.5045,122.68,41.87,2.14,low
